id,created_at,text
1008375938617184257,Sun Jun 17 15:48:53 +0000 2018,A special delivery for #FathersDay! https://t.co/qCB4qFTzBR
1007750112766935040,Fri Jun 15 22:22:04 +0000 2018,
1007333531175903232,Thu Jun 14 18:46:43 +0000 2018,"
https://t.co/bgtWXHow…"
1007276487135940608,Thu Jun 14 15:00:03 +0000 2018,"For 30 years, the dynamics of Moore’s law held true. But CPU performance scaling has slowed. #GPU computing is defi… https://t.co/qQa57S1W3I"
1007021512828702721,Wed Jun 13 22:06:52 +0000 2018,
1006954390035591168,Wed Jun 13 17:40:09 +0000 2018,The gaming community’s annual pilgrimage to Los Angeles for #E32018 is upon us. And we have a ton of #GameReady ann… https://t.co/AzOpnVHWOa
1006595389888217089,Tue Jun 12 17:53:37 +0000 2018,"

Tweet at  about PC Games you are excited for at E3 with the…"
1006229956056109056,Mon Jun 11 17:41:31 +0000 2018,"What inspired our team to build the DGX Station? Get
an inside look into how this #deeplearning workstation was pur… https://t.co/tdYV61fWcS"
1005157870734733312,Fri Jun 08 18:41:25 +0000 2018,
1005139507862126592,Fri Jun 08 17:28:27 +0000 2018,
1005133720523685888,Fri Jun 08 17:05:28 +0000 2018,
1005124498306166787,Fri Jun 08 16:28:49 +0000 2018,
1004793820511260672,Thu Jun 07 18:34:49 +0000 2018,
1004789442060509184,Thu Jun 07 18:17:25 +0000 2018,
1004743538041647105,Thu Jun 07 15:15:01 +0000 2018,"To keep subscribers engaged,  uses #deeplearning for personalizing recommendations. Hear from the company's… https://t.co/x1b9OuG8Ga"
1004420476603490304,Wed Jun 06 17:51:17 +0000 2018,
1004377384341200896,Wed Jun 06 15:00:03 +0000 2018,"Gamers, find out what we're up to at #Computex2018. Here's info for attendees and those of you who can't make it to… https://t.co/G7obAeU71S"
1004047238996193280,Tue Jun 05 17:08:10 +0000 2018,"
4⃣Weeks.
4⃣Chances to Win!

Just post a picture of you gaming outdoors and tag…"
1003757663698604033,Mon Jun 04 21:57:30 +0000 2018,
1003744053433851904,Mon Jun 04 21:03:25 +0000 2018,
1003664516817645568,Mon Jun 04 15:47:22 +0000 2018,
1002700599643652096,Fri Jun 01 23:57:06 +0000 2018,
1002593290615545858,Fri Jun 01 16:50:42 +0000 2018,
1002301866284204032,Thu May 31 21:32:41 +0000 2018,
1002247090934833153,Thu May 31 17:55:01 +0000 2018,Learn how to use #deeplearning and the NVIDIA DGX-1 to train deep neural networks for #AutonomousVehicles in our up… https://t.co/jrrIxcKje8
1002203051111821312,Thu May 31 15:00:02 +0000 2018,We've done great work with partners in #healthcare. Incredible breakthroughs in #AI are now making it possible for… https://t.co/UEggQ7CBA9
1001864820784689153,Wed May 30 16:36:01 +0000 2018,
1001860517357654027,Wed May 30 16:18:55 +0000 2018,"At #GTC18 Taiwan yesterday, we announced HGX-2, a “building block” cloud-server platform that will let server manuf… https://t.co/U0osnTLM0L"
1001675272658276364,Wed May 30 04:02:49 +0000 2018,
1001671621986353152,Wed May 30 03:48:19 +0000 2018,
1001670552463986688,Wed May 30 03:44:04 +0000 2018,
1001669689754316800,Wed May 30 03:40:38 +0000 2018,
1001668475436204032,Wed May 30 03:35:49 +0000 2018,
1001663435036286976,Wed May 30 03:15:47 +0000 2018,
1001662504248922112,Wed May 30 03:12:05 +0000 2018,
1001659209664970752,Wed May 30 02:59:00 +0000 2018,"“Ladies and gentlemen, this is the world’s largest GPU.” - Jensen Huang at #GTC18 Taiwan. Meet the NVIDIA DGX-2!… https://t.co/OqyRvUofK1"
1001652894125379585,Wed May 30 02:33:54 +0000 2018,
1001648507692900352,Wed May 30 02:16:28 +0000 2018,Jensen Huang is now on stage for the #GTC18 Taiwan keynote. Watch it live: https://t.co/rpLazTJEJe https://t.co/fwY66HVMz1
1001634954676088833,Wed May 30 01:22:37 +0000 2018,
1001624765499518976,Wed May 30 00:42:08 +0000 2018,Watch the live webcast of our CEO Jensen Huang's #GTC18 Taiwan keynote at 7pm PT tonight. https://t.co/hL9V9jEqMf https://t.co/wP6Cpsx0lw
1001513047968563200,Tue May 29 17:18:12 +0000 2018,"We will soon begin construction on a 750,000-square-foot building known as Voyager, next to our 500,000-square-foot… https://t.co/JUyv7L33yb"
1000755260594577408,Sun May 27 15:07:01 +0000 2018,Computer-generated experiences are fast-growing market opportunities for entertainment and business. Here's an expl… https://t.co/gya4HD0opL
1000391114040496128,Sat May 26 15:00:02 +0000 2018,"A member of our NVIDIA Inception program, , is testing an #AI microscope that could help address the patho… https://t.co/39i0fpT0Lf"
1000066954743468032,Fri May 25 17:31:57 +0000 2018,"The most important #AI conference comes to Taiwan! Join us on Tuesday, May 29th, at 7pm PT for the #GTC18 keynote w… https://t.co/JcIHHuTJuX"
999782208767344640,Thu May 24 22:40:28 +0000 2018,"

Bring your favorite TV shows…"
999677658949718016,Thu May 24 15:45:01 +0000 2018,"Learn the best practices for making your #datacenter “GPU-ready,” with a focus on power, cooling, and architecture.… https://t.co/JMKiWV9xPf"
999427627684249600,Wed May 23 23:11:29 +0000 2018,
999355639322292227,Wed May 23 18:25:26 +0000 2018,"Pure Storage announces AIRI Mini at #PureAccelerate, an AI-Ready Infrastructure for everyone powered by… https://t.co/tohrwwx3Ta"
999334610457645058,Wed May 23 17:01:52 +0000 2018,
999303950267543552,Wed May 23 15:00:02 +0000 2018,"Using NVIDIA GPUs, scientists are on the verge of being able to use hundreds of thousands of gravitational lenses t… https://t.co/cKO2NUijaM"
999041293748654080,Tue May 22 21:36:20 +0000 2018,
998975803130970113,Tue May 22 17:16:06 +0000 2018,
998663069466161153,Mon May 21 20:33:24 +0000 2018,
998615062183985159,Mon May 21 17:22:38 +0000 2018,
998380965591375872,Mon May 21 01:52:25 +0000 2018,
997588792008622080,Fri May 18 21:24:36 +0000 2018,
997575012897968133,Fri May 18 20:29:51 +0000 2018,NVIDIA Inception program member  uses GPU-accelerated #deeplearning to predict which molecules are most… https://t.co/kbbxXNXKse
997541136871837696,Fri May 18 18:15:15 +0000 2018,
997231835376566272,Thu May 17 21:46:11 +0000 2018,
997229559232647168,Thu May 17 21:37:09 +0000 2018,
997229315757522944,Thu May 17 21:36:11 +0000 2018,
997163844496588801,Thu May 17 17:16:01 +0000 2018,
996872580882620416,Wed May 16 21:58:38 +0000 2018,
996866896300359680,Wed May 16 21:36:03 +0000 2018,
996864370297597952,Wed May 16 21:26:01 +0000 2018,
996806301622591488,Wed May 16 17:35:16 +0000 2018,"Happy Birthday to Ivan Sutherland, the Father of #ComputerGraphics. Check out this tribute to a true visionary and… https://t.co/dGDiuE1hZ1"
996524566699626497,Tue May 15 22:55:45 +0000 2018,
996442410140893184,Tue May 15 17:29:18 +0000 2018,"An NVIDIAN crafted this cake, inspired by our HQ office in Santa Clara, for a charity fundraising event. Did you mi… https://t.co/QFjqMeJinG"
996162156507811840,Mon May 14 22:55:40 +0000 2018,
996144838591459329,Mon May 14 21:46:51 +0000 2018,
996142355869663232,Mon May 14 21:36:59 +0000 2018,
996075870774153216,Mon May 14 17:12:48 +0000 2018,"Traditional motion capture relies on expensive hardware, multi-camera setups, studios, and more. Thanks to #AI star… https://t.co/uyTXRD8nyD"
995689849314213889,Sun May 13 15:38:53 +0000 2018,"Today, we honor some of the greatest minds in computer science. #HappyMothersDay! https://t.co/Dj4RXbfbtD"
995005490290507781,Fri May 11 18:19:29 +0000 2018,
994691208403300352,Thu May 10 21:30:39 +0000 2018,
994638623872991232,Thu May 10 18:01:42 +0000 2018,
994593908435931136,Thu May 10 15:04:01 +0000 2018,"We’ve evolved the #GPU into a computer brain at the intersection of virtual reality, high-performance computing, an… https://t.co/Zk3jE9bC0L"
994315303369826305,Wed May 09 20:36:56 +0000 2018,Read how  uses our #GPUs to enable fast and responsive #AI for real-time visual search in .… https://t.co/t1RFoe8g7q
994252222249684992,Wed May 09 16:26:16 +0000 2018,"

GeForce GTX 10-Series GPUs are back on shelves at MSRP! #MadeToGame

Shop Now: https:/…"
993931994634469376,Tue May 08 19:13:48 +0000 2018,
993909142258573312,Tue May 08 17:43:00 +0000 2018,
993901609892700161,Tue May 08 17:13:04 +0000 2018,Is your data center ready to embrace GPU-accelerated #deeplearning?  Learn how with our new offering called AIRI —… https://t.co/dBLSpoVw63
993634088023220224,Mon May 07 23:30:02 +0000 2018,Our company has climbed to the No. 10 spot on Corporate Responsibility Magazine’s 2018 list of 100 Best Corporate C… https://t.co/hfLWV70Cdt
993610038022258688,Mon May 07 21:54:28 +0000 2018,
993502564472635393,Mon May 07 14:47:24 +0000 2018,
992457239884587009,Fri May 04 17:33:39 +0000 2018,"

#MayThe4thBeWithYou https://t.co/uuxSQvopTX"
992441010318786560,Fri May 04 16:29:10 +0000 2018,"

#MayThe4thBeWithYou https://t.co/GVcf98ECNf"
992056195836989440,Thu May 03 15:00:03 +0000 2018,"We're working with DEEPCORE, a Tokyo-based startup incubator owned by SoftBank, to support #AIstartups and promote… https://t.co/iX14FdPCST"
991782117108412416,Wed May 02 20:50:57 +0000 2018,
991733572712071170,Wed May 02 17:38:03 +0000 2018,
991701348700835840,Wed May 02 15:30:01 +0000 2018,Straight out of a sci-fi movie! This headset uses #deeplearning and our #GPUs to read what you're thinking. Find ou… https://t.co/UNmkT2BW0H
991334688412364800,Tue May 01 15:13:02 +0000 2018,Massachusetts-based data management consultancy  uses #GPU-powered #AI for assessing risk in mergers a… https://t.co/NjZ8tSxu9K
991015778840268802,Mon Apr 30 18:05:48 +0000 2018,
990993512404369408,Mon Apr 30 16:37:19 +0000 2018,
990978203383746560,Mon Apr 30 15:36:29 +0000 2018,"With the power of NVIDIA GPUs, a  team at developed an #AI app that narrates the world for blind and l… https://t.co/Jxq6jtimpa"
990268386834698242,Sat Apr 28 16:35:56 +0000 2018,
989939019965321216,Fri Apr 27 18:47:09 +0000 2018,
989926513393856512,Fri Apr 27 17:57:27 +0000 2018,
989917944430784512,Fri Apr 27 17:23:24 +0000 2018,
989613595548790784,Thu Apr 26 21:14:01 +0000 2018,Our researchers grabbed headlines last fall for generating photos of believable yet imaginary celebrity faces with… https://t.co/YKYVNFzOnt
989523249699737601,Thu Apr 26 15:15:01 +0000 2018,California-based  has been building a GPU-powered #deeplearning environment for designing and manuf… https://t.co/CnNZK7PyF1
989163379213438976,Wed Apr 25 15:25:02 +0000 2018,"Using an NVIDIA Tesla P100 GPU with the TensorFlow #deeplearning framework, researchers from the University of Bost… https://t.co/PWa06e4Dx1"
988877607935426561,Tue Apr 24 20:29:28 +0000 2018,
988851676474847232,Tue Apr 24 18:46:26 +0000 2018,
988455421219258368,Mon Apr 23 16:31:51 +0000 2018,
988073692981800965,Sun Apr 22 15:15:00 +0000 2018,We are committed to integrating environmental and humanitarian thinking into every aspect of our company.… https://t.co/dNvd6t4fZj
987452846663598080,Fri Apr 20 22:07:59 +0000 2018,
987352703574663168,Fri Apr 20 15:30:03 +0000 2018,"Using GPU-accelerated supercomputer simulations and lab experiments, #healthcare researchers are working to find ne… https://t.co/x2qdx0W5x9"
986986578970112001,Thu Apr 19 15:15:12 +0000 2018,"Using #AI powered by our #GPUs,  uses its image and video recognition technologies to turn images of garment… https://t.co/YFxR6O0qr8"
986660995631202304,Wed Apr 18 17:41:27 +0000 2018,
986627926513758209,Wed Apr 18 15:30:02 +0000 2018,NVIDIA NVSwitch is the first on-node switch architecture to support 16 fully-connected GPUs in a single server node… https://t.co/EcvUmCmu9x
986302518689808384,Tue Apr 17 17:56:59 +0000 2018,
986296406875947008,Tue Apr 17 17:32:42 +0000 2018,
986263059659358208,Tue Apr 17 15:20:11 +0000 2018,"Using NVIDIA GPUs and #deeplearning, researchers from  and  are studying the use of AI and a Wi… https://t.co/cWwFTwwrse"
985923321530331137,Mon Apr 16 16:50:12 +0000 2018,"Using the NVIDIA DGX-1 system, researchers at the Deep Learning Competence Center train #AI to detect financial fra… https://t.co/TXR14X6UXr"
985182143499456514,Sat Apr 14 15:45:01 +0000 2018,"With GPU-powered #AI, Searidge Technologies develops an innovation to offer high levels of situational awareness fo… https://t.co/GF56dFWGKE"
984813465217970178,Fri Apr 13 15:20:01 +0000 2018,Our #NVIDIAQuadro GV100 with Volta architecture brings unprecedented capabilities in #deeplearning and simulation t… https://t.co/AbtS5d2KyE
984524590641659904,Thu Apr 12 20:12:08 +0000 2018,
984479414107783169,Thu Apr 12 17:12:37 +0000 2018,"Congrats to the winners of our #GTC18 #deeplearning contest: , , ! DM us for next… https://t.co/Xi24dO4zSX"
984165704793448449,Wed Apr 11 20:26:03 +0000 2018,
984112886946545664,Wed Apr 11 16:56:10 +0000 2018,Watch the news highlights from the #GTC18 keynote address in Silicon Valley. https://t.co/btTfzclS0Q
983728313955946496,Tue Apr 10 15:28:01 +0000 2018,"With our GPU technology, researchers are configuring the 2024 European-Extremely Large Telescope to improve the qua… https://t.co/kpI8sWe5S4"
983458520317157376,Mon Apr 09 21:35:57 +0000 2018,
983455261993168899,Mon Apr 09 21:23:00 +0000 2018,
983386060754472960,Mon Apr 09 16:48:01 +0000 2018,Scientists at the National Center for Atmospheric Research (NCAR) are using GPU-accelerated #deeplearning to more a… https://t.co/PdehwZPSYz
982364061806415873,Fri Apr 06 21:06:58 +0000 2018,
981997899931201536,Thu Apr 05 20:51:58 +0000 2018,
981938152045625344,Thu Apr 05 16:54:33 +0000 2018,Watch how #VFX company  saw an immediate 3x improvement in interactive rendering with the new… https://t.co/3FyIdJGdps
981625910674665472,Wed Apr 04 20:13:49 +0000 2018,
981596151248863233,Wed Apr 04 18:15:34 +0000 2018,Here's a downloadable review of NVIDIA announcements featured in the keynote at our 2018 GPU Technology Conference… https://t.co/jAW1v1CET4
981550710767562752,Wed Apr 04 15:15:00 +0000 2018,"Explore this #GTC18 interactive demo to better understand how NVIDIA Tesla #GPUs can save you power, costs, and spa… https://t.co/LNps0DQqGh"
981312591954759680,Tue Apr 03 23:28:48 +0000 2018,
981263844310900736,Tue Apr 03 20:15:06 +0000 2018,
981229199431217153,Tue Apr 03 17:57:26 +0000 2018,"In last week's #GTC18 conference, startup  presented their GPU-powered solution for #VR medical simulations… https://t.co/VfO8OkS0N5"
981196296152268801,Tue Apr 03 15:46:41 +0000 2018,
980856049526652928,Mon Apr 02 17:14:40 +0000 2018,This year’s GTC #VR Village featured a gaming experience in which three attendees enter the world of… https://t.co/XWeLyEMqsr
980500600751243265,Sun Apr 01 17:42:14 +0000 2018,
980500542156783617,Sun Apr 01 17:42:00 +0000 2018,
979872825325494272,Sat Mar 31 00:07:41 +0000 2018,"A special thanks to our amazing presenters, sponsors, and attendees. You all help make #GTC18 a unique conference t… https://t.co/Uo5zJ7o24v"
979785633588629504,Fri Mar 30 18:21:13 +0000 2018,"Volta is being adopted everywhere. Highlighted in our DGX-2 system,  servers, and in , NVI… https://t.co/IPWExfJZCU"
979783606523473920,Fri Mar 30 18:13:09 +0000 2018,
979778752904290305,Fri Mar 30 17:53:52 +0000 2018,Thanks to all for coming to our #GTC18 party! https://t.co/VEpYUBZKR7 https://t.co/H8OKjkqDOn
979747515254767616,Fri Mar 30 15:49:45 +0000 2018,"Watch the highlights from #GTC18, the world’s premier #AI event. Find out why it's grown nearly 10 times since it s… https://t.co/cdvoGdrhG8"
979535486329831424,Fri Mar 30 01:47:13 +0000 2018,"Our CEO Jensen Huang shares how he led NVIDIA to become the premier platform for #AI, gaming, the data center, and… https://t.co/9GmSlncDxy"
979487966597824513,Thu Mar 29 22:38:23 +0000 2018,
979452490310590464,Thu Mar 29 20:17:25 +0000 2018,
979444051928784896,Thu Mar 29 19:43:53 +0000 2018,
979415281444438016,Thu Mar 29 17:49:34 +0000 2018,
979390294306074626,Thu Mar 29 16:10:17 +0000 2018,
979153583902900225,Thu Mar 29 00:29:40 +0000 2018,"See what's going on at #GTC18, the premier AI and deep learning event in Silicon Valley. Read about what we announc… https://t.co/ynf1c0JRm5"
979134004929720321,Wed Mar 28 23:11:52 +0000 2018,"At the #AdobeSummit, our CEO Jensen Huang spoke about how #AI and machine learning will unleash wild new possibilit… https://t.co/gnmo7hGM28"
979121156090294272,Wed Mar 28 22:20:49 +0000 2018,
979115431922298880,Wed Mar 28 21:58:04 +0000 2018,
979104451934892032,Wed Mar 28 21:14:26 +0000 2018,
979087305993408512,Wed Mar 28 20:06:18 +0000 2018,
979070926129016832,Wed Mar 28 19:01:13 +0000 2018,"#GTC18 attendees, don’t forget to browse around in the exhibition hall. Tons of tech demos and hardware await you.… https://t.co/BDj8Bk4CXu"
979064418133667840,Wed Mar 28 18:35:22 +0000 2018,
979060070032928768,Wed Mar 28 18:18:05 +0000 2018,
979043689325461504,Wed Mar 28 17:12:59 +0000 2018,
979032864653062147,Wed Mar 28 16:29:59 +0000 2018,On display in our #GTC18 booth is the world's most powerful #AI system for the most complex AI challenges. We call… https://t.co/jAhJqNXL1j
979026145751347200,Wed Mar 28 16:03:17 +0000 2018,
979004713512284160,Wed Mar 28 14:38:07 +0000 2018,"Watch this summary of our key announcements from the keynote at #GTC18 in Silicon Valley, featuring updates in comp… https://t.co/FP45x8ZaXQ"
978803564603588608,Wed Mar 28 01:18:49 +0000 2018,"Check out the latest and greatest from the first days of #GTC18, the world’s premier AI event. Get all the keynote… https://t.co/I8QlqTrkJU"
978799783056891905,Wed Mar 28 01:03:48 +0000 2018,
978790546280931328,Wed Mar 28 00:27:05 +0000 2018,Follow  for live coverage of our Inception Awards finalists at #GTC18 revolutionizing industries with #AI… https://t.co/aW2ysmBxI6
978753066143965184,Tue Mar 27 21:58:09 +0000 2018,
978726337773944832,Tue Mar 27 20:11:57 +0000 2018,"

Read the blog post here ↓

https://t.co/w9W…"
978718878145560576,Tue Mar 27 19:42:18 +0000 2018,
978705918132015104,Tue Mar 27 18:50:49 +0000 2018,
978703315738374144,Tue Mar 27 18:40:28 +0000 2018,
978701653179166720,Tue Mar 27 18:33:52 +0000 2018,
978700213584998400,Tue Mar 27 18:28:08 +0000 2018,
978692350133264386,Tue Mar 27 17:56:54 +0000 2018,"Learn how NVIDIA researchers revolutionize GANs which allow the network to produce photorealistic, high-resolution… https://t.co/lvR2oUezYq"
978690138405351424,Tue Mar 27 17:48:06 +0000 2018,
978688151727235072,Tue Mar 27 17:40:13 +0000 2018,"With Kubernetes on NVIDIA GPUs, developers can now deploy GPU-accelerated #deeplearning and HPC applications to mul… https://t.co/eztGHZoFjg"
978687106556952576,Tue Mar 27 17:36:03 +0000 2018,"Just announced at #GTC18, NVIDIA Tensor"
978686275766042624,Tue Mar 27 17:32:45 +0000 2018,
978685793219706881,Tue Mar 27 17:30:50 +0000 2018,NVIDIA #GPUCloud is now available to millions of new cloud platform users and expands to 30 containers across a wid… https://t.co/myJns1aCVS
978683273655169024,Tue Mar 27 17:20:50 +0000 2018,"Announcing DGX-2, the world's most powerful AI system for the most complex AI challenges. DGX-2, the first 2 petaFL… https://t.co/IqajOioGwM"
978681432779325441,Tue Mar 27 17:13:31 +0000 2018,
978680990238298113,Tue Mar 27 17:11:45 +0000 2018,Neural network models have grown 500X in 5 years = researchers want a Gigantic GPU. https://t.co/1dwOgpzMJU #GTC18 https://t.co/mreryIkDUT
978679795797049344,Tue Mar 27 17:07:00 +0000 2018,
978678306475134976,Tue Mar 27 17:01:05 +0000 2018,Early detection is the most powerful weapon against disease. CUDA and our #GPUs are embraced in the medical industr… https://t.co/p4yudLn9yp
978676984891895808,Tue Mar 27 16:55:50 +0000 2018,"Building on 10 years of delivering #GPU-computing solutions for medical imaging, NVIDIA is developing #Clara—a virt… https://t.co/xmNz080P3D"
978673882293874693,Tue Mar 27 16:43:31 +0000 2018,
978673668510240768,Tue Mar 27 16:42:40 +0000 2018,Introducing the #NVIDIAQuadro GV100 with NVIDIA 
978671494396968960,Tue Mar 27 16:34:01 +0000 2018,
978670545536299009,Tue Mar 27 16:30:15 +0000 2018,"Jensen Huang explains the complexity of ray tracing in the ""Reflections"" demo at our #GTC18 keynote:… https://t.co/3EVvkZEIYY"
978667446608580609,Tue Mar 27 16:17:56 +0000 2018,Watch the #GTC18 keynote now with our CEO Jensen Huang: https://t.co/K6wOLCqlqc. https://t.co/OfzAJrICn9 #AI… https://t.co/wvUwAJb5bJ
978662203204108289,Tue Mar 27 15:57:06 +0000 2018,We’re minutes away from the #GTC18 keynote. https://t.co/47Wp0BWjSG https://t.co/9DCPk0MJKW
978617642922672128,Tue Mar 27 13:00:02 +0000 2018,"Starting at 9am PT today, we'll be live blogging the 9am keynote at our ninth annual GPU Technology Conference in S… https://t.co/gRnetJGCQw"
978372841493024768,Mon Mar 26 20:47:17 +0000 2018,
978365926264336384,Mon Mar 26 20:19:48 +0000 2018,Last week to enter for a chance to win an NVIDIA TITAN V! Tell us which innovations at #GTC18 inspire you and enter… https://t.co/YaETZ8WrBN
978329477347344386,Mon Mar 26 17:54:58 +0000 2018,
978323221689769984,Mon Mar 26 17:30:07 +0000 2018,#GTC18 has kicked off! We are proud to welcome brilliant minds all over the world to our #AI and #deeplearning conf… https://t.co/zddyt1Wtvo
978279595198767105,Mon Mar 26 14:36:45 +0000 2018,
977938167482470406,Sun Mar 25 16:00:02 +0000 2018,"Working with GPU-powered #deeplearning, a high school student uses science to design hives that may help bees thriv… https://t.co/cSZR1wXd6Q"
977560675311652866,Sat Mar 24 15:00:01 +0000 2018,"With help from NVIDIA Quadro GP100 and P6000 #GPUs, the California Academy of Sciences transformed two-dimensional… https://t.co/IFZcicwMh1"
977326496393015299,Fri Mar 23 23:29:29 +0000 2018,"The #GTC18 keynote with our CEO Jensen Huang starts next Tuesday, March 27. Tune in for the live webcast of our pre… https://t.co/4xO2aGYICF"
977215260095475712,Fri Mar 23 16:07:28 +0000 2018,
977002477278052352,Fri Mar 23 02:01:57 +0000 2018,
976973924301975552,Fri Mar 23 00:08:29 +0000 2018,Running on our NVIDIA 
976542849180332032,Wed Mar 21 19:35:33 +0000 2018,We released NVIDIA Highlights SDK for automatic game capture at #GDC18. Available for download now.… https://t.co/6w7VMAdsqD
976522816110575616,Wed Mar 21 18:15:56 +0000 2018,
976499689787830272,Wed Mar 21 16:44:03 +0000 2018,
976242978904682496,Tue Mar 20 23:43:58 +0000 2018,
976232928039628802,Tue Mar 20 23:04:02 +0000 2018,"On Monday at #GDC18, we introduced #SHOTWITHGEFORCE, a gallery giving gamers a dedicated place to upload, comment o… https://t.co/DqYi37cXUO"
976205578044293120,Tue Mar 20 21:15:21 +0000 2018,"Did you miss ""Deep Learning Demystified""? Don't worry — watch it on demand here: https://t.co/cwkdKI1HRe… https://t.co/V5ldFuQIXH"
976159754241257472,Tue Mar 20 18:13:16 +0000 2018,
976138256004743168,Tue Mar 20 16:47:50 +0000 2018,
